AirPollutant,AirQualityLevel,FilterStation,Country,TypeOfMeasurementStation,City,datebegin,validity_notation
NO2,60.6,1,Italy,traffic,Livorno,06/04/2018,1
NO2,50.1,1,Italy,traffic,Livorno,07/04/2018,1
NO2,46.4,1,Italy,traffic,Livorno,08/04/2018,1
NO2,58.3,1,Italy,traffic,Livorno,09/04/2018,1
NO2,50.9,1,Italy,traffic,Livorno,10/04/2018,1
NO2,44.4,1,Italy,traffic,Livorno,11/04/2018,1
NO2,45.7,1,Italy,traffic,Livorno,12/04/2018,1
NO2,51.6,1,Italy,traffic,Livorno,13/04/2018,1
NO2,44.7,1,Italy,traffic,Livorno,14/04/2018,1
NO2,39.0,1,Italy,traffic,Livorno,15/04/2018,1
NO2,49.0,1,Italy,traffic,Livorno,16/04/2018,1
NO2,55.3,1,Italy,traffic,Livorno,17/04/2018,1
NO2,50.2,1,Italy,traffic,Livorno,18/04/2018,1
NO2,55.6,1,Italy,traffic,Livorno,19/04/2018,1
NO2,56.3,1,Italy,traffic,Livorno,21/04/2018,1
NO2,30.9,1,Italy,traffic,Livorno,22/04/2018,1
NO2,36.3,1,Italy,traffic,Livorno,23/04/2018,1
NO2,60.2,1,Italy,traffic,Livorno,27/04/2018,1
NO2,57.6,1,Italy,traffic,Livorno,28/04/2018,1
NO2,26.0,1,Italy,traffic,Livorno,29/04/2018,1
NO2,32.4,1,Italy,traffic,Livorno,30/04/2018,1
NO2,26.2,1,Italy,traffic,Livorno,01/05/2018,1
NO2,43.2,1,Italy,traffic,Livorno,02/05/2018,1
NO2,37.4,1,Italy,traffic,Livorno,03/05/2018,1
NO2,36.0,1,Italy,traffic,Livorno,04/05/2018,1
NO2,39.9,1,Italy,traffic,Livorno,05/05/2018,1
NO2,39.5,1,Italy,traffic,Livorno,06/05/2018,1
NO2,44.0,1,Italy,traffic,Livorno,07/05/2018,1
NO2,45.6,1,Italy,traffic,Livorno,08/05/2018,1
NO2,59.6,1,Italy,traffic,Livorno,09/05/2018,1
NO2,55.0,1,Italy,traffic,Livorno,10/05/2018,1
NO2,39.3,1,Italy,traffic,Livorno,11/05/2018,1
NO2,34.9,1,Italy,traffic,Livorno,12/05/2018,1
NO2,20.1,1,Italy,traffic,Livorno,13/05/2018,1
NO2,39.3,1,Italy,traffic,Livorno,14/05/2018,1
NO2,41.6,1,Italy,traffic,Livorno,15/05/2018,1
NO2,41.0,1,Italy,traffic,Livorno,16/05/2018,1
NO2,36.6,1,Italy,traffic,Livorno,17/05/2018,1
NO2,55.8,1,Italy,traffic,Livorno,18/05/2018,1
NO2,57.3,1,Italy,traffic,Livorno,19/05/2018,1
NO2,26.9,1,Italy,traffic,Livorno,20/05/2018,1
NO2,33.0,1,Italy,traffic,Livorno,21/05/2018,1
NO2,44.2,1,Italy,traffic,Livorno,23/05/2018,1
NO2,48.3,1,Italy,traffic,Livorno,24/05/2018,1
NO2,52.6,1,Italy,traffic,Livorno,25/05/2018,1
NO2,46.5,1,Italy,traffic,Livorno,26/05/2018,1
NO2,32.0,1,Italy,traffic,Livorno,27/05/2018,1
NO2,39.9,1,Italy,traffic,Livorno,28/05/2018,1
NO2,40.9,1,Italy,traffic,Livorno,29/05/2018,1
NO2,40.3,1,Italy,traffic,Livorno,30/05/2018,1
NO2,41.1,1,Italy,traffic,Livorno,31/05/2018,1
NO2,42.8,1,Italy,traffic,Livorno,02/02/2019,1
NO2,33.2,1,Italy,traffic,Livorno,03/02/2019,1
NO2,69.6,1,Italy,traffic,Livorno,05/02/2019,1
NO2,56.5,1,Italy,traffic,Livorno,06/02/2019,1
NO2,58.0,1,Italy,traffic,Livorno,20/02/2019,1
NO2,67.7,1,Italy,traffic,Livorno,27/02/2019,1
NO2,53.5,1,Italy,traffic,Livorno,03/03/2019,1
NO2,32.3,1,Italy,traffic,Livorno,04/03/2019,1
NO2,36.5,1,Italy,traffic,Livorno,05/03/2019,1
NO2,33.8,1,Italy,traffic,Livorno,06/03/2019,1
NO2,23.5,1,Italy,traffic,Livorno,07/03/2019,1
NO2,48.2,1,Italy,traffic,Livorno,08/03/2019,1
NO2,39.3,1,Italy,traffic,Livorno,09/03/2019,1
NO2,20.6,1,Italy,traffic,Livorno,10/03/2019,1
NO2,31.9,1,Italy,traffic,Livorno,11/03/2019,1
NO2,55.6,1,Italy,traffic,Livorno,12/03/2019,1
NO2,26.6,1,Italy,traffic,Livorno,13/03/2019,1
NO2,37.6,1,Italy,traffic,Livorno,14/03/2019,1
NO2,47.4,1,Italy,traffic,Livorno,15/03/2019,1
NO2,45.6,1,Italy,traffic,Livorno,16/03/2019,1
NO2,12.2,1,Italy,traffic,Livorno,17/03/2019,1
NO2,29.2,1,Italy,traffic,Livorno,18/03/2019,1
NO2,32.2,1,Italy,traffic,Livorno,19/03/2019,1
NO2,32.0,1,Italy,traffic,Livorno,21/03/2019,1
NO2,54.0,1,Italy,traffic,Livorno,22/03/2019,1
NO2,71.5,1,Italy,traffic,Livorno,23/03/2019,1
NO2,48.4,1,Italy,traffic,Livorno,24/03/2019,1
NO2,64.3,1,Italy,traffic,Livorno,25/03/2019,1
NO2,24.8,1,Italy,traffic,Livorno,26/03/2019,1
NO2,28.4,1,Italy,traffic,Livorno,27/03/2019,1
NO2,27.0,1,Italy,traffic,Livorno,28/03/2019,1
NO2,25.0,1,Italy,traffic,Livorno,03/04/2019,1
NO2,26.5,1,Italy,traffic,Livorno,04/04/2019,1
NO2,41.7,1,Italy,traffic,Livorno,05/04/2019,1
NO2,54.2,1,Italy,traffic,Livorno,06/04/2019,1
NO2,38.7,1,Italy,traffic,Livorno,07/04/2019,1
NO2,46.4,1,Italy,traffic,Livorno,08/04/2019,1
NO2,37.0,1,Italy,traffic,Livorno,09/04/2019,1
NO2,37.7,1,Italy,traffic,Livorno,10/04/2019,1
NO2,46.6,1,Italy,traffic,Livorno,11/04/2019,1
NO2,51.8,1,Italy,traffic,Livorno,12/04/2019,1
NO2,32.9,1,Italy,traffic,Livorno,13/04/2019,1
NO2,23.9,1,Italy,traffic,Livorno,14/04/2019,1
NO2,49.0,1,Italy,traffic,Livorno,15/04/2019,1
NO2,52.0,1,Italy,traffic,Livorno,16/04/2019,1
NO2,61.2,1,Italy,traffic,Livorno,17/04/2019,1
NO2,45.1,1,Italy,traffic,Livorno,18/04/2019,1
NO2,49.4,1,Italy,traffic,Livorno,19/04/2019,1
NO2,41.8,1,Italy,traffic,Livorno,20/04/2019,1
NO2,32.0,1,Italy,traffic,Livorno,21/04/2019,1
NO2,19.4,1,Italy,traffic,Livorno,22/04/2019,1
NO2,18.9,1,Italy,traffic,Livorno,23/04/2019,1
NO2,27.0,1,Italy,traffic,Livorno,24/04/2019,1
NO2,35.7,1,Italy,traffic,Livorno,25/04/2019,1
NO2,41.4,1,Italy,traffic,Livorno,26/04/2019,1
NO2,28.3,1,Italy,traffic,Livorno,27/04/2019,1
NO2,16.6,1,Italy,traffic,Livorno,28/04/2019,1
NO2,40.0,1,Italy,traffic,Livorno,29/04/2019,1
NO2,40.1,1,Italy,traffic,Livorno,30/04/2019,1
NO2,28.2,1,Italy,traffic,Livorno,01/05/2019,1
NO2,37.7,1,Italy,traffic,Livorno,02/05/2019,1
NO2,17.2,1,Italy,traffic,Livorno,03/05/2019,1
NO2,35.5,1,Italy,traffic,Livorno,04/05/2019,1
NO2,28.4,1,Italy,traffic,Livorno,05/05/2019,1
NO2,44.8,1,Italy,traffic,Livorno,06/05/2019,1
NO2,42.4,1,Italy,traffic,Livorno,07/05/2019,1
NO2,19.8,1,Italy,traffic,Livorno,08/05/2019,1
NO2,35.0,1,Italy,traffic,Livorno,10/05/2019,1
NO2,23.8,1,Italy,traffic,Livorno,11/05/2019,1
NO2,27.0,1,Italy,traffic,Livorno,12/05/2019,1
NO2,23.0,1,Italy,traffic,Livorno,13/05/2019,1
NO2,27.5,1,Italy,traffic,Livorno,14/05/2019,1
NO2,31.9,1,Italy,traffic,Livorno,15/05/2019,1
NO2,43.8,1,Italy,traffic,Livorno,16/05/2019,1
NO2,33.3,1,Italy,traffic,Livorno,17/05/2019,1
NO2,34.7,1,Italy,traffic,Livorno,18/05/2019,1
NO2,30.8,1,Italy,traffic,Livorno,19/05/2019,1
NO2,26.6,1,Italy,traffic,Livorno,20/05/2019,1
NO2,35.0,1,Italy,traffic,Livorno,21/05/2019,1
NO2,45.5,1,Italy,traffic,Livorno,22/05/2019,1
NO2,39.7,1,Italy,traffic,Livorno,23/05/2019,1
NO2,34.5,1,Italy,traffic,Livorno,28/05/2019,1
NO2,33.3,1,Italy,traffic,Livorno,29/05/2019,1
NO2,42.2,1,Italy,traffic,Livorno,30/05/2019,1
NO2,46.2,1,Italy,traffic,Livorno,31/05/2019,1
NO2,51.6,1,Italy,traffic,Pisa,01/02/2016,1
NO2,50.0,1,Italy,traffic,Pisa,02/02/2016,1
NO2,42.7,1,Italy,traffic,Pisa,03/02/2016,1
NO2,61.2,1,Italy,traffic,Pisa,05/02/2016,1
NO2,47.0,1,Italy,traffic,Pisa,06/02/2016,1
NO2,14.5,1,Italy,traffic,Pisa,07/02/2016,1
NO2,39.0,1,Italy,traffic,Pisa,08/02/2016,1
NO2,29.3,1,Italy,traffic,Pisa,09/02/2016,1
NO2,24.5,1,Italy,traffic,Pisa,10/02/2016,1
NO2,50.1,1,Italy,traffic,Pisa,11/02/2016,1
NO2,37.4,1,Italy,traffic,Pisa,14/02/2016,1
NO2,37.2,1,Italy,traffic,Pisa,15/02/2016,1
NO2,26.7,1,Italy,traffic,Pisa,16/02/2016,1
NO2,38.6,1,Italy,traffic,Pisa,17/02/2016,1
NO2,48.7,1,Italy,traffic,Pisa,18/02/2016,1
NO2,32.7,1,Italy,traffic,Pisa,19/02/2016,1
NO2,41.7,1,Italy,traffic,Pisa,20/02/2016,1
NO2,47.2,1,Italy,traffic,Pisa,21/02/2016,1
NO2,52.1,1,Italy,traffic,Pisa,22/02/2016,1
NO2,42.8,1,Italy,traffic,Pisa,23/02/2016,1
NO2,42.6,1,Italy,traffic,Pisa,24/02/2016,1
NO2,51.4,1,Italy,traffic,Pisa,25/02/2016,1
NO2,45.3,1,Italy,traffic,Pisa,26/02/2016,1
NO2,19.3,1,Italy,traffic,Pisa,27/02/2016,1
NO2,16.2,1,Italy,traffic,Pisa,28/02/2016,1
NO2,27.7,1,Italy,traffic,Pisa,29/02/2016,1
NO2,56.9,1,Italy,traffic,Pisa,01/03/2016,1
NO2,37.8,1,Italy,traffic,Pisa,02/03/2016,1
NO2,36.9,1,Italy,traffic,Pisa,03/03/2016,1
NO2,41.8,1,Italy,traffic,Pisa,04/03/2016,1
NO2,19.3,1,Italy,traffic,Pisa,05/03/2016,1
NO2,21.2,1,Italy,traffic,Pisa,06/03/2016,1
NO2,40.9,1,Italy,traffic,Pisa,07/03/2016,1
NO2,31.5,1,Italy,traffic,Pisa,08/03/2016,1
NO2,43.5,1,Italy,traffic,Pisa,09/03/2016,1
NO2,47.7,1,Italy,traffic,Pisa,10/03/2016,1
NO2,35.3,1,Italy,traffic,Pisa,11/03/2016,1
NO2,33.4,1,Italy,traffic,Pisa,12/03/2016,1
NO2,17.7,1,Italy,traffic,Pisa,13/03/2016,1
NO2,47.7,1,Italy,traffic,Pisa,15/03/2016,1
NO2,18.0,1,Italy,traffic,Pisa,16/03/2016,1
NO2,18.0,1,Italy,traffic,Pisa,17/03/2016,1
NO2,54.5,1,Italy,traffic,Pisa,18/03/2016,1
NO2,52.3,1,Italy,traffic,Pisa,19/03/2016,1
NO2,29.4,1,Italy,traffic,Pisa,20/03/2016,1
NO2,41.1,1,Italy,traffic,Pisa,21/03/2016,1
NO2,30.0,1,Italy,traffic,Pisa,22/03/2016,1
NO2,19.0,1,Italy,traffic,Pisa,23/03/2016,1
NO2,41.1,1,Italy,traffic,Pisa,24/03/2016,1
NO2,47.7,1,Italy,traffic,Pisa,25/03/2016,1
NO2,43.2,1,Italy,traffic,Pisa,26/03/2016,1
NO2,33.1,1,Italy,traffic,Pisa,27/03/2016,1
NO2,24.3,1,Italy,traffic,Pisa,28/03/2016,1
NO2,33.5,1,Italy,traffic,Pisa,29/03/2016,1
NO2,27.7,1,Italy,traffic,Pisa,30/03/2016,1
NO2,34.6,1,Italy,traffic,Pisa,31/03/2016,1
NO2,52.3,1,Italy,traffic,Pisa,01/04/2016,1
NO2,46.0,1,Italy,traffic,Pisa,02/04/2016,1
NO2,37.9,1,Italy,traffic,Pisa,03/04/2016,1
NO2,38.9,1,Italy,traffic,Pisa,04/04/2016,1
NO2,39.6,1,Italy,traffic,Pisa,05/04/2016,1
NO2,56.6,1,Italy,traffic,Pisa,06/04/2016,1
NO2,55.3,1,Italy,traffic,Pisa,07/04/2016,1
NO2,37.9,1,Italy,traffic,Pisa,08/04/2016,1
NO2,31.8,1,Italy,traffic,Pisa,09/04/2016,1
NO2,26.0,1,Italy,traffic,Pisa,10/04/2016,1
NO2,32.8,1,Italy,traffic,Pisa,11/04/2016,1
NO2,29.9,1,Italy,traffic,Pisa,12/04/2016,1
NO2,29.6,1,Italy,traffic,Pisa,13/04/2016,1
NO2,29.5,1,Italy,traffic,Pisa,14/04/2016,1
NO2,34.1,1,Italy,traffic,Pisa,15/04/2016,1
NO2,24.2,1,Italy,traffic,Pisa,16/04/2016,1
NO2,16.4,1,Italy,traffic,Pisa,17/04/2016,1
NO2,29.9,1,Italy,traffic,Pisa,18/04/2016,1
NO2,34.4,1,Italy,traffic,Pisa,19/04/2016,1
NO2,37.2,1,Italy,traffic,Pisa,20/04/2016,1
NO2,41.0,1,Italy,traffic,Pisa,21/04/2016,1
NO2,40.5,1,Italy,traffic,Pisa,22/04/2016,1
NO2,26.3,1,Italy,traffic,Pisa,23/04/2016,1
NO2,18.2,1,Italy,traffic,Pisa,24/04/2016,1
NO2,21.0,1,Italy,traffic,Pisa,25/04/2016,1
NO2,24.9,1,Italy,traffic,Pisa,26/04/2016,1
NO2,17.8,1,Italy,traffic,Pisa,27/04/2016,1
NO2,38.4,1,Italy,traffic,Pisa,28/04/2016,1
NO2,45.4,1,Italy,traffic,Pisa,29/04/2016,1
NO2,35.0,1,Italy,traffic,Pisa,30/04/2016,1
NO2,17.8,1,Italy,traffic,Pisa,01/05/2016,1
NO2,31.7,1,Italy,traffic,Pisa,02/05/2016,1
NO2,33.8,1,Italy,traffic,Pisa,03/05/2016,1
NO2,45.1,1,Italy,traffic,Pisa,04/05/2016,1
NO2,35.3,1,Italy,traffic,Pisa,05/05/2016,1
NO2,41.0,1,Italy,traffic,Pisa,06/05/2016,1
NO2,35.7,1,Italy,traffic,Pisa,07/05/2016,1
NO2,36.5,1,Italy,traffic,Pisa,08/05/2016,1
NO2,42.6,1,Italy,traffic,Pisa,09/05/2016,1
NO2,28.2,1,Italy,traffic,Pisa,10/05/2016,1
NO2,37.8,1,Italy,traffic,Pisa,11/05/2016,1
NO2,23.3,1,Italy,traffic,Pisa,12/05/2016,1
NO2,19.3,1,Italy,traffic,Pisa,13/05/2016,1
NO2,22.8,1,Italy,traffic,Pisa,14/05/2016,1
NO2,17.8,1,Italy,traffic,Pisa,15/05/2016,1
NO2,22.3,1,Italy,traffic,Pisa,16/05/2016,1
NO2,29.3,1,Italy,traffic,Pisa,17/05/2016,1
NO2,30.1,1,Italy,traffic,Pisa,18/05/2016,1
NO2,24.9,1,Italy,traffic,Pisa,19/05/2016,1
NO2,38.4,1,Italy,traffic,Pisa,20/05/2016,1
NO2,36.0,1,Italy,traffic,Pisa,21/05/2016,1
NO2,30.8,1,Italy,traffic,Pisa,22/05/2016,1
NO2,23.3,1,Italy,traffic,Pisa,23/05/2016,1
NO2,25.6,1,Italy,traffic,Pisa,24/05/2016,1
NO2,28.0,1,Italy,traffic,Pisa,25/05/2016,1
NO2,36.5,1,Italy,traffic,Pisa,26/05/2016,1
NO2,45.2,1,Italy,traffic,Pisa,27/05/2016,1
NO2,36.7,1,Italy,traffic,Pisa,28/05/2016,1
NO2,18.8,1,Italy,traffic,Pisa,29/05/2016,1
NO2,15.4,1,Italy,traffic,Pisa,30/05/2016,1
NO2,23.1,1,Italy,traffic,Pisa,31/05/2016,1
NO2,54.3,1,Italy,traffic,Pisa,01/02/2017,1
NO2,44.3,1,Italy,traffic,Pisa,02/02/2017,1
NO2,31.7,1,Italy,traffic,Pisa,03/02/2017,1
NO2,31.6,1,Italy,traffic,Pisa,04/02/2017,1
NO2,24.2,1,Italy,traffic,Pisa,05/02/2017,1
NO2,48.9,1,Italy,traffic,Pisa,06/02/2017,1
NO2,47.9,1,Italy,traffic,Pisa,07/02/2017,1
NO2,30.1,1,Italy,traffic,Pisa,08/02/2017,1
NO2,18.9,1,Italy,traffic,Pisa,09/02/2017,1
NO2,43.2,1,Italy,traffic,Pisa,10/02/2017,1
NO2,46.5,1,Italy,traffic,Pisa,11/02/2017,1
NO2,43.0,1,Italy,traffic,Pisa,12/02/2017,1
NO2,49.6,1,Italy,traffic,Pisa,13/02/2017,1
NO2,39.2,1,Italy,traffic,Pisa,14/02/2017,1
NO2,59.7,1,Italy,traffic,Pisa,15/02/2017,1
NO2,63.0,1,Italy,traffic,Pisa,16/02/2017,1
NO2,39.6,1,Italy,traffic,Pisa,17/02/2017,1
NO2,35.7,1,Italy,traffic,Pisa,18/02/2017,1
NO2,47.9,1,Italy,traffic,Pisa,19/02/2017,1
NO2,51.7,1,Italy,traffic,Pisa,20/02/2017,1
NO2,54.0,1,Italy,traffic,Pisa,21/02/2017,1
NO2,51.1,1,Italy,traffic,Pisa,22/02/2017,1
NO2,46.1,1,Italy,traffic,Pisa,23/02/2017,1
NO2,38.0,1,Italy,traffic,Pisa,24/02/2017,1
NO2,20.8,1,Italy,traffic,Pisa,25/02/2017,1
NO2,48.7,1,Italy,traffic,Pisa,26/02/2017,1
NO2,56.6,1,Italy,traffic,Pisa,27/02/2017,1
NO2,24.6,1,Italy,traffic,Pisa,28/02/2017,1
NO2,29.5,1,Italy,traffic,Pisa,01/03/2017,1
NO2,51.3,1,Italy,traffic,Pisa,02/03/2017,1
NO2,50.9,1,Italy,traffic,Pisa,03/03/2017,1
NO2,23.6,1,Italy,traffic,Pisa,04/03/2017,1
NO2,19.5,1,Italy,traffic,Pisa,05/03/2017,1
NO2,29.9,1,Italy,traffic,Pisa,06/03/2017,1
NO2,44.3,1,Italy,traffic,Pisa,07/03/2017,1
NO2,58.8,1,Italy,traffic,Pisa,08/03/2017,1
NO2,59.4,1,Italy,traffic,Pisa,09/03/2017,1
NO2,58.2,1,Italy,traffic,Pisa,10/03/2017,1
NO2,35.8,1,Italy,traffic,Pisa,11/03/2017,1
NO2,47.0,1,Italy,traffic,Pisa,12/03/2017,1
NO2,54.7,1,Italy,traffic,Pisa,13/03/2017,1
NO2,55.8,1,Italy,traffic,Pisa,14/03/2017,1
NO2,64.5,1,Italy,traffic,Pisa,15/03/2017,1
NO2,68.8,1,Italy,traffic,Pisa,16/03/2017,1
NO2,52.3,1,Italy,traffic,Pisa,17/03/2017,1
NO2,50.0,1,Italy,traffic,Pisa,18/03/2017,1
NO2,37.2,1,Italy,traffic,Pisa,19/03/2017,1
NO2,40.3,1,Italy,traffic,Pisa,20/03/2017,1
NO2,45.6,1,Italy,traffic,Pisa,21/03/2017,1
NO2,27.4,1,Italy,traffic,Pisa,23/03/2017,1
NO2,33.1,1,Italy,traffic,Pisa,25/03/2017,1
NO2,29.3,1,Italy,traffic,Pisa,26/03/2017,1
NO2,22.8,1,Italy,traffic,Pisa,27/03/2017,1
NO2,44.2,1,Italy,traffic,Pisa,28/03/2017,1
NO2,50.0,1,Italy,traffic,Pisa,29/03/2017,1
NO2,42.1,1,Italy,traffic,Pisa,30/03/2017,1
NO2,36.6,1,Italy,traffic,Pisa,31/03/2017,1
NO2,29.6,1,Italy,traffic,Pisa,01/04/2017,1
NO2,29.4,1,Italy,traffic,Pisa,02/04/2017,1
NO2,37.0,1,Italy,traffic,Pisa,03/04/2017,1
NO2,48.7,1,Italy,traffic,Pisa,04/04/2017,1
NO2,47.1,1,Italy,traffic,Pisa,05/04/2017,1
NO2,46.5,1,Italy,traffic,Pisa,06/04/2017,1
NO2,40.7,1,Italy,traffic,Pisa,08/04/2017,1
NO2,30.7,1,Italy,traffic,Pisa,09/04/2017,1
NO2,32.3,1,Italy,traffic,Pisa,10/04/2017,1
NO2,34.2,1,Italy,traffic,Pisa,11/04/2017,1
NO2,36.5,1,Italy,traffic,Pisa,12/04/2017,1
NO2,33.7,1,Italy,traffic,Pisa,14/04/2017,1
NO2,31.6,1,Italy,traffic,Pisa,15/04/2017,1
NO2,18.6,1,Italy,traffic,Pisa,16/04/2017,1
NO2,20.9,1,Italy,traffic,Pisa,17/04/2017,1
NO2,23.3,1,Italy,traffic,Pisa,18/04/2017,1
NO2,27.4,1,Italy,traffic,Pisa,19/04/2017,1
NO2,35.4,1,Italy,traffic,Pisa,21/04/2017,1
NO2,32.8,1,Italy,traffic,Pisa,22/04/2017,1
NO2,18.9,1,Italy,traffic,Pisa,23/04/2017,1
NO2,28.2,1,Italy,traffic,Pisa,24/04/2017,1
NO2,9.5,1,Italy,traffic,Pisa,25/04/2017,1
NO2,18.2,1,Italy,traffic,Pisa,26/04/2017,1
NO2,38.7,1,Italy,traffic,Pisa,27/04/2017,1
NO2,22.1,1,Italy,traffic,Pisa,28/04/2017,1
NO2,32.6,1,Italy,traffic,Pisa,29/04/2017,1
NO2,31.3,1,Italy,traffic,Pisa,30/04/2017,1
NO2,19.5,1,Italy,traffic,Pisa,01/05/2017,1
NO2,25.4,1,Italy,traffic,Pisa,02/05/2017,1
NO2,31.9,1,Italy,traffic,Pisa,03/05/2017,1
NO2,23.5,1,Italy,traffic,Pisa,04/05/2017,1
NO2,29.8,1,Italy,traffic,Pisa,05/05/2017,1
NO2,29.7,1,Italy,traffic,Pisa,06/05/2017,1
NO2,18.8,1,Italy,traffic,Pisa,07/05/2017,1
NO2,31.4,1,Italy,traffic,Pisa,08/05/2017,1
NO2,30.3,1,Italy,traffic,Pisa,09/05/2017,1
NO2,31.3,1,Italy,traffic,Pisa,10/05/2017,1
NO2,25.9,1,Italy,traffic,Pisa,11/05/2017,1
NO2,30.4,1,Italy,traffic,Pisa,12/05/2017,1
NO2,20.4,1,Italy,traffic,Pisa,13/05/2017,1
NO2,18.4,1,Italy,traffic,Pisa,14/05/2017,1
NO2,28.7,1,Italy,traffic,Pisa,15/05/2017,1
NO2,31.9,1,Italy,traffic,Pisa,16/05/2017,1
NO2,39.0,1,Italy,traffic,Pisa,17/05/2017,1
NO2,31.2,1,Italy,traffic,Pisa,18/05/2017,1
NO2,27.3,1,Italy,traffic,Pisa,19/05/2017,1
NO2,17.3,1,Italy,traffic,Pisa,20/05/2017,1
NO2,21.3,1,Italy,traffic,Pisa,21/05/2017,1
NO2,31.1,1,Italy,traffic,Pisa,22/05/2017,1
NO2,27.9,1,Italy,traffic,Pisa,23/05/2017,1
NO2,30.3,1,Italy,traffic,Pisa,24/05/2017,1
NO2,29.9,1,Italy,traffic,Pisa,25/05/2017,1
NO2,31.2,1,Italy,traffic,Pisa,26/05/2017,1
NO2,34.8,1,Italy,traffic,Pisa,27/05/2017,1
NO2,29.2,1,Italy,traffic,Pisa,28/05/2017,1
NO2,34.7,1,Italy,traffic,Pisa,29/05/2017,1
NO2,30.7,1,Italy,traffic,Pisa,30/05/2017,1
NO2,31.3,1,Italy,traffic,Pisa,31/05/2017,1
NO2,32.2,1,Italy,traffic,Pisa,01/02/2018,1
NO2,41.1,1,Italy,traffic,Pisa,02/02/2018,1
NO2,30.8,1,Italy,traffic,Pisa,03/02/2018,1
NO2,42.5,1,Italy,traffic,Pisa,04/02/2018,1
NO2,35.6,1,Italy,traffic,Pisa,05/02/2018,1
NO2,30.7,1,Italy,traffic,Pisa,06/02/2018,1
NO2,49.8,1,Italy,traffic,Pisa,07/02/2018,1
NO2,44.0,1,Italy,traffic,Pisa,08/02/2018,1
NO2,54.1,1,Italy,traffic,Pisa,09/02/2018,1
NO2,54.1,1,Italy,traffic,Pisa,10/02/2018,1
NO2,49.2,1,Italy,traffic,Pisa,11/02/2018,1
NO2,42.7,1,Italy,traffic,Pisa,12/02/2018,1
NO2,47.6,1,Italy,traffic,Pisa,13/02/2018,1
NO2,45.0,1,Italy,traffic,Pisa,14/02/2018,1
NO2,60.1,1,Italy,traffic,Pisa,15/02/2018,1
NO2,65.0,1,Italy,traffic,Pisa,16/02/2018,1
NO2,49.8,1,Italy,traffic,Pisa,17/02/2018,1
NO2,28.1,1,Italy,traffic,Pisa,18/02/2018,1
NO2,32.5,1,Italy,traffic,Pisa,19/02/2018,1
NO2,39.8,1,Italy,traffic,Pisa,20/02/2018,1
NO2,31.2,1,Italy,traffic,Pisa,21/02/2018,1
NO2,27.8,1,Italy,traffic,Pisa,22/02/2018,1
NO2,28.7,1,Italy,traffic,Pisa,23/02/2018,1
NO2,20.0,1,Italy,traffic,Pisa,24/02/2018,1
NO2,11.9,1,Italy,traffic,Pisa,25/02/2018,1
NO2,21.3,1,Italy,traffic,Pisa,26/02/2018,1
NO2,27.7,1,Italy,traffic,Pisa,27/02/2018,1
NO2,34.3,1,Italy,traffic,Pisa,28/02/2018,1
NO2,60.7,1,Italy,traffic,Pisa,01/03/2018,1
NO2,58.4,1,Italy,traffic,Pisa,02/03/2018,1
NO2,58.7,1,Italy,traffic,Pisa,03/03/2018,1
NO2,45.4,1,Italy,traffic,Pisa,04/03/2018,1
NO2,37.1,1,Italy,traffic,Pisa,05/03/2018,1
NO2,39.9,1,Italy,traffic,Pisa,06/03/2018,1
NO2,28.9,1,Italy,traffic,Pisa,07/03/2018,1
NO2,44.0,1,Italy,traffic,Pisa,08/03/2018,1
NO2,46.6,1,Italy,traffic,Pisa,09/03/2018,1
NO2,43.0,1,Italy,traffic,Pisa,10/03/2018,1
NO2,31.4,1,Italy,traffic,Pisa,11/03/2018,1
NO2,26.7,1,Italy,traffic,Pisa,12/03/2018,1
NO2,29.3,1,Italy,background,Reggio di Calabria,12/02/2016,1
NO2,25.2,1,Italy,background,Reggio di Calabria,13/02/2016,1
NO2,19.2,1,Italy,background,Reggio di Calabria,15/02/2016,1
NO2,14.5,1,Italy,background,Reggio di Calabria,16/02/2016,1
NO2,12.7,1,Italy,background,Reggio di Calabria,18/02/2016,1
NO2,21.6,1,Italy,background,Reggio di Calabria,19/02/2016,1
NO2,9.5,1,Italy,background,Reggio di Calabria,21/02/2016,1
NO2,24.7,1,Italy,background,Reggio di Calabria,22/02/2016,1
NO2,16.6,1,Italy,background,Reggio di Calabria,24/02/2016,1
NO2,31.7,1,Italy,background,Reggio di Calabria,25/02/2016,1
NO2,18.3,1,Italy,background,Reggio di Calabria,27/02/2016,1
NO2,3.1,1,Italy,background,Reggio di Calabria,28/02/2016,1
NO2,23.6,1,Italy,background,Reggio di Calabria,01/03/2016,1
NO2,16.4,1,Italy,background,Reggio di Calabria,02/03/2016,1
NO2,16.4,1,Italy,background,Reggio di Calabria,04/03/2016,1
NO2,19.9,1,Italy,background,Reggio di Calabria,05/03/2016,1
NO2,19.5,1,Italy,background,Reggio di Calabria,07/03/2016,1
NO2,35.7,1,Italy,background,Reggio di Calabria,08/03/2016,1
NO2,32.2,1,Italy,background,Reggio di Calabria,11/03/2016,1
NO2,24.6,1,Italy,background,Reggio di Calabria,13/03/2016,1
NO2,36.3,1,Italy,background,Reggio di Calabria,14/03/2016,1
NO2,38.8,1,Italy,background,Reggio di Calabria,16/03/2016,1
NO2,26.0,1,Italy,background,Reggio di Calabria,17/03/2016,1
NO2,21.9,1,Italy,background,Reggio di Calabria,19/03/2016,1
NO2,24.1,1,Italy,background,Reggio di Calabria,20/03/2016,1
